id,category,mvp_group,seed,problem_or_opportunity,solution_approach,is_offline_store,llm_expected_primary,llm_expected_primary_name,llm_expected_secondary,llm_expected_note,llm_why,auto_check,search_rank_of_expected,사람_확정_primary,사람_확정_secondary,사람_확정_note,사람_검수완료
D0107,유사경계,제조·가공,천연 코르크 분말·모듈형 혼합수지로 만드는 친환경 요가블록·요가용품 생산,"플라스틱·합성 폼 제품의 환경문제로 코르크 기반의 친환경 요가용품 수요가 증가하며, 천연 코르크를 이용한 경질 블록·브릭을 소량·맞춤 색상으로 공급하는 생산자가 필요하다.","천연 코르크를 분쇄·체질하여 결합수지(친환경 바인더)와 혼합·압축 성형·경화·연마·재단·표면처리 과정을 통해 요가블록, 필라테스용 브릭, 코르크 매트 단위를 제조한다. B2C·B2B(요가학원)로 온라인과 유통망을 통해 유통한다.",False,202903,코르크 및 조물 제품 제조업,269506,천연 코르크를 분쇄·성형하여 코르크 제품을 제조하므로 코르크 및 조물 제품 제조업 코드가 적합.,사업자는 코르크 원료의 분쇄·성형·결합 처리를 통해 최종 코르크용품(요가블록 등)을 제조하므로 202903(코르크 및 조물 제품 제조업)이 명확히 맞는다. 269506(기타 콘크리트 제품)은 성형 제품이라는 점에서 표면상 유사하지만 본 사업의 주원료·공정(코르크 분쇄·응집·성형)은 전혀 달라 오답이다.,OK,1,,,,
D0108,유사경계,농업·스마트팜,"컨테이너형 수직농장에서 수경재배로 샐러드용 잎채소(로메인, 베이비채소)를 365일 생산해 레스토랑·구독자에 공급","도심 인근 레스토랑은 신선하고 균일한 잎채소를 안정적으로 원하지만, 기후·계절 변화로 공급이 불안정하고 물류비가 높음. 소비자는 신선한 구독형 샐러드 박스를 원함.","도심에 컨테이너형 수직수경 시설을 설치해 LED·환경제어로 잎채소를 연중 생산하고, B2B(레스토랑) 도매납품과 B2C 구독배송을 병행. 부가적으로 포장·선별·간단한 세척 작업을 수행.",False,011008,"채소, 화훼 및 과실작물 시설 재배업",512212,"주요 활동은 시설(컨테이너) 내에서 채소를 재배하는 것이므로 '011008 채소, 화훼 및 과실작물 시설 재배업'이 기본. 레스토랑 납품 비중이 크면 도매업(512212)으로 오인될 수 있음.","사업의 핵심은 시설 기반 채소 재배(수경·수직재배)이고, 선별·포장·납품은 부수적 활동이다. 통계·업종 분류는 주된 생산활동을 기준으로 하므로 시설재배업 코드를 적용한다. 도매 판매 채널이 있어도 재배가 주된 경우 도매업 코드가 아닌 작물재배 코드가 적합하다.",검색23위,23,,,,
D0109,유사경계,농업·스마트팜,스마트팜용 온습도·CO2·광 제어 모듈과 통합 제어기를 자체 설계·제조해 농가에 판매,"국내 소규모 스마트팜은 맞춤형 제어장비가 부족하고, 외산 장비는 비용이 높아 초기 도입 장벽이 큼. 유지보수·현장 커스터마이즈 수요가 존재함.","센서·액추에이터를 통합한 농업용 환경제어 하드웨어(모듈·컨트롤러)를 설계·조립·검증해 납품하고, 현장 설치·커미셔닝·사후 A/S를 제공. 일부 기기나 패널을 주문생산함.",False,292100,농업 및 임업용 기계 제조업,281103,농업 생산·출하 과정에 쓰이는 기기(환경제어기·자동급수 장치 등)를 제조하므로 '292100 농업 및 임업용 기계 제조업'이 적절. 금속 가공·구조물 제조(281103)로 오인될 수 있음.,제품은 농업용 기계·장비에 해당하므로 기계 제조업 코드가 우선이다. 다만 금속 프레임·케이싱 등 금속판제품을 자체 제작하면 281103과 혼동될 수 있으므로 부수 공정이 많으면 보조 코드로 고려될 수 있다.,OK,2,,,,
D0110,유사경계,농업·스마트팜,소규모 농가와 외식업체를 매칭하는 온라인 B2B 주문·정산 플랫폼(중개수수료 기반),"소규모 농가는 안정적 판매처 부족, 외식업체는 로컬 소량 다품목 공급망을 구축하기 어려움. 플랫폼으로 직거래·스케줄링·정산을 자동화하면 유통비 절감과 신선도 개선 가능.",농가·레스토랑 회원을 모아 농산물 주문·배차·결제·수수료 기반 중개 서비스를 제공. 거래 데이터·물류 연결을 위한 SaaS형 기능도 제공하지만 주수익은 거래수수료.,False,511111,"산업용 농ㆍ축산물, 섬유 원료 및 동물 중개업",512212,플랫폼이 거래 체결과 중개 수수료를 주된 수익원으로 한다면 '511111 산업용 농·축산물 중개업'이 맞다. 다만 플랫폼이 직접 도매로 재고를 사들여 파는 형태면 도매업(512212)으로 분류될 수 있다.,"법적·통계적 분류는 주된 경제활동(수수료 기반 중개인지, 직접 판매·도매인지)을 본다. 본 사례는 중개·중계가 핵심이므로 중개업 코드가 적합하다. 플랫폼 소프트웨어 제공 자체만으로 소프트웨어업으로 보지 않는다.",OK,3,,,,
D0111,유사경계,농업·스마트팜,허브(라벤더·로즈메리)·약용작물을 노지와 온실에서 재배해 추출한 에센셜 오일과 건조허브를 소포장 판매,"천연 향료·아로마·허브티 시장이 성장 중이나, 신뢰할 수 있는 국산 소량 공급처가 적음. 소비자는 유기농·원산지를 확인할 수 있는 제품을 선호.","허브밭 및 소형 건조·증류 설비를 운영해 에센셜 오일(소량 병제품), 건조허브(티백·소포장), 허브엑기스를 직접 제조·브랜딩해 온라인·직영매장에서 판매.",True,011006,기타 작물 재배업,522040,주요 활동이 허브의 재배(노지·온실)이므로 '011006 기타 작물 재배업'이 기본. 제품을 직접 소매 판매하면 소매업(522040)으로 오해될 수 있으나 재배가 주된 경우 재배업 코드가 우선된다.,통계 분류는 사업의 주된 활동을 기준으로 한다. 허브 재배가 핵심 생산활동이고 가공·포장은 부수적이라면 작물재배 코드가 적합하다. 만약 가공·브랜딩·소매가 수익의 대부분이라면 소매업 코드로 재분류될 여지가 있다.,검색밖,,,,,
D0112,유사경계,농업·스마트팜,스마트팜 도입 희망 농가를 대상으로 파종·제초·수확·농약살포 등 현장 작업을 계약형으로 제공하는 농업 외주 서비스,귀농 초보자·영세농은 노동력과 계절인력 확보가 어려워 핵심 공정 일부를 외주화하려는 수요가 늘고 있음. 전문 장비·무인기 활용 수요도 존재.,"계약 기반으로 밭갈기·정식·파종·수확·농약살포(드론 포함)·수확 후 선별까지 제공하는 현장 대행 서비스를 제공하고, 농기계 임대·운영을 병행.",False,014302,작물재배 지원 서비스업,014301,현장 작업을 수수료·계약 형태로 제공하는 것은 '014302 작물재배 지원 서비스업'에 해당. 만약 농장 자체에서 작물과 축산을 병행하며 운영했다면 복합농업(014301)으로 볼 수 있음.,업무 내용이 타 농가를 대신해 밭갈기·파종·수확 등을 제공하는 서비스이므로 작물재배 지원 서비스업 코드가 적절하다. 자기가 직접 재배·판매하는 영농이면 복합농업 코드가 될 수 있다.,OK,1,,,,
D0113,유사경계,농업·스마트팜,온실용 강철 프레임·지지대(맞춤형)와 연결 부품을 자체 제작해 농장에 설치까지 제공하는 철구조물 제조·시공 업체,"기성 온실 구조물은 표준화되어 있으나, 지형·확장성에 맞춘 맞춤형 경량·내식성 프레임 수요가 늘고 있음. 농가는 제작·설치 편의를 원함.",강판 절단·절곡·용접으로 온실 프레임·게이블·도어 등을 제조하고 현장으로 배송·조립·설치(볼트체결·기초 앵커링)까지 수행. 일부 부품은 주문제작으로 소량 생산.,False,281103,구조용 금속 판제품 및 공작물 제조업,452121,철제 프레임 등 구조용 금속 판제품을 제조하는 활동이 주라면 '281103 구조용 금속 판제품 및 공작물 제조업'이 맞다. 제조 후 자체 설치 비중이 크면 설치공사업(452121)으로 혼동될 수 있다.,주된 활동이 금속제품의 제조(절단·용접·조립)라면 제조업 코드가 우선이다. 설치·시공이 부수적 서비스인지 주된 매출원인지에 따라 설치공사업 코드로 봐야 하는 상황이 발생할 수 있다.,OK,8,,,,
D0114,유사경계,농업·스마트팜,농장에서 재배한 채소를 현장 직영 매장과 온라인몰로 소포장·가공해 지역 소비자에게 정기박스(직거래)로 판매,"지역 농가들은 유통마진 때문에 소득이 낮고, 소비자는 신선한 직거래 제품을 원함. 직영 판매로 유통단계를 줄이면 농가 소득 개선 가능.","자체 농장에서 채소를 재배(노지·시설 혼합)하고, 수확·선별·세척·소포장해 농장 내 직영 매장과 자사 온라인몰로 정기박스를 판매(소매). 일부 잉여물량은 도매로 납품.",True,011001,채소작물 재배업,522040,재배와 직영 소매를 병행할 때 주된 활동이 '직접 재배'라면 '011001 채소작물 재배업'으로 분류한다. 하지만 소매 판매(522040)가 매출의 대부분이면 소매업 코드가 적합할 수 있다.,주된 활동의 비중(매출·노동투입)을 기준으로 업종을 결정한다. 본 사례는 재배가 핵심으로 가정했기 때문에 채소작물 재배업을 기본으로 선택했다. 판매 채널이 주요 수익원임을 입증하면 소매업으로 분류 전환 가능.,검색37위,37,,,,
D0115,유사경계,농업·스마트팜,자체 재배한 식물 추출물을 이용해 유기농 인증을 받은 농업용 천연 유해곤충 방제제(플랜트 추출 농약) 소량 제조·판매,화학합성 농약의 잔류·환경 문제가 커지면서 친환경·유기농 인증이 가능한 천연 방제제 수요가 증가하고 있음. 특히 소규모 유기농 가구는 소포장 제품을 선호.,"농장에서 재배한 식물(예: 니켈소나무, 님 등)에서 유효성분을 추출·정제해 액상·분무용 유기농 방제제를 제조하고, 포장·라벨링해 농가·농자재상에 납품 및 소매 판매.",False,242101,화학 살균ㆍ살충제 및 농업용 약제 제조업,011006,농업용 약제(살충제·살균제)를 제조하는 활동은 '242101 화학 살균·살충제 및 농업용 약제 제조업'으로 분류된다. 원료로 식물 재배를 병행하면 재배업(011006)으로 오해될 수 있음.,제품의 본질이 '농업용 약제 제조'이므로 제조업 코드가 우선이다. 비록 원료를 직접 재배하더라도 제조·가공·포장 과정이 주된 경제활동이면 화학·농약 제조업으로 분류된다.,OK,5,,,,
D0116,유사경계,앱·플랫폼·소프트웨어,지역 농가와 식당을 연결하는 신선 농산물 경매형 B2B 플랫폼(농부·식당 회원간 위탁경매·수수료 수익),"중소 식당들이 신선한 제철 농산물을 소량으로 신속하게 수급하기 어려우며, 농가는 직거래 채널이 부족해 판로와 가격 경쟁력이 낮음. 지역·생산자 이력 정보를 실시간 제공하면 수요가 있음.","웹·모바일 플랫폼을 만들어 농가가 물량·생산정보(유기농·재배일자 등)를 등록하면 식당이 경매에 참여하도록 하고, 낙찰·정산·물류 주선까지 중개 수수료와 배송수수료로 수익을 얻음(자체 배송은 외주). 자체 소프트웨어는 플랫폼 운영용이지만 핵심은 농산물의 경매·중개 서비스.",False,511113,음ㆍ식료품 및 담배 중개업,642004,플랫폼이 실제 상품(농산물)의 판매·경매·중개를 주된 활동으로 하므로 '음·식료품 중개업'으로 분류. 단 플랫폼 제공을 강조하면 인터넷 정보 매개(포털) 코드가 혼동될 수 있음.,"실물 농산물의 거래 중개가 주업무이므로 중개업(511113)이 적절하고, 소프트웨어는 거래 중개의 도구에 해당.",검색밖,,,,,
D0117,유사경계,앱·플랫폼·소프트웨어,인디게임·게임자산(스프라이트·사운드·애니메이션) 거래·라이선스 중개 플랫폼(수수료·라이선스 판매),"소규모 게임 개발자들이 필요한 아트·사운드 자산을 찾기 어렵고, 자산 제작자는 글로벌 노출 채널이 부족함. 디지털 자산의 저작권 관리와 라이선스 중개 수요가 큼.","자산 업로더(제작자)가 사용권(상업·비상업)을 명시해 등록하면 개발자가 라이선스를 구매·다운로드하도록 중개하고, 저작권·거래내역을 관리하는 웹서비스를 제공. 플랫폼은 거래수수료와 프리미엄 라이선스(에셋 번들) 판매로 수익창출. 자체 제작 자산을 소량 공급하기도 함.",False,749903,사업 및 무형 재산권 중개업,722000,디지털 자산(무형재산권)의 감정·중개·알선이 핵심이므로 '사업 및 무형 재산권 중개업'으로 분류. 플랫폼 개발은 부수 활동으로 보임.,"거래 대상이 무형의 저작권·라이선스이므로 중개업(749903)이 우선이며, 소프트웨어 개발업(722000)과 혼동될 수 있음.",OK,13,,,,
D0118,유사경계,앱·플랫폼·소프트웨어,보험상품 비교·가입을 자동화하는 SaaS 기반 보험중개 플랫폼(플랫폼 수수료·API 연동 수익),소비자는 다양한 보험사 상품을 일일이 비교하기 어렵고 보험사는 디지털 채널 확대를 원함. 자동 비교·맞춤 추천으로 전환율을 높일 기회.,"여러 보험사 API를 연동해 소비자 맞춤견적·상품비교·가입신청을 플랫폼에서 중개하고, 보험사로부터 수수료(중개수수료)를 받음. 개발된 비교 알고리즘과 UI는 SaaS로 보험 대리점에 제공 가능.",False,672000,보험 대리 및 중개업,722000,플랫폼이 보험계약 체결을 대리·중개하므로 '보험 대리 및 중개업'이 주업종. 소프트웨어 개발·공급은 보조적 역할일 수 있음.,"실제 수익원이 보험사로부터 받는 중개수수료라면 중개업(672000)으로 분류되고, 기술 제공 중심이면 응용SW(722000)로 볼 여지가 있음.",OK,4,,,,
D0119,유사경계,앱·플랫폼·소프트웨어,"SNS 기반 수공예 의류 크리에이터와 소비자 연결하는 소셜커머스(콘텐츠+구매연동, 플랫폼 수수료)","수제 의류 제작자는 온라인 판매 채널과 마케팅 역량이 부족하고, 소비자는 독특한 디자인을 찾고자 함. SNS로 발견→구매로 바로 이어지는 방식이 인기.","인스타그램·틱톡 연동 쇼핑 플랫폼을 구축해 창작자가 제품(의류·악세서리) 사진·리스트를 올리고, 소비자는 플랫폼에서 결제·배송을 진행. 플랫폼은 결제·광고·프리미엄 노출 수수료로 수익을 얻음. 재고 보관·배송 대행(옵션) 제공.",False,525103,전자상거래 소매 중개업,749927,SNS를 통한 일반 소비자 대상 중개·소매중개 서비스이므로 '전자상거래 소매 중개업'으로 분류. 제품군이 섬유·의류라 749927(섬유 중개)로 오인될 수 있음.,플랫폼이 최종 소비자 대상 소매 중개를 주로 수행하므로 전자상거래 중개업(525103)이 적절하다.,검색밖,,,,,
D0120,유사경계,앱·플랫폼·소프트웨어,외식 매장용 키오스크 단말기(하드웨어) + 클라우드 주문관리·재고관리 SaaS를 함께 판매하는 솔루션,"외식 프랜차이즈는 키오스크와 연동되는 클라우드 시스템을 원하지만, 저렴한 패키지로 묶어 공급하는 사업자가 적음. 하드웨어+SW 통합 패키지 수요 존재.","자체 설계한 키오스크(터치스크린·프린터 포함)를 도매로 식당체인에 공급하고, 장비와 연동되는 클라우드 기반 POS·재고관리 SW를 월구독으로 제공. 초기 수익은 장비 판매, 반복 수익은 SaaS 구독료.",True,515050,"컴퓨터 및 주변장치, 소프트웨어 도매업",722000,주된 활동이 컴퓨터 및 주변장치(키오스크) 도매·공급이라면 컴퓨터·주변장치 도매업(515050)으로 분류. 소프트웨어 개발·공급은 부수적 활동일 수 있음.,"하드웨어 판매가 수익의 핵심이면 도매업 코드(515050), 반대로 SW구독이 중심이면 응용SW(722000)로 분류 가능함.",OK,3,,,,
D0121,유사경계,앱·플랫폼·소프트웨어,"아티스트용 NFT 마켓플레이스(작품 민팅·거래·보관·로열티 자동지급, 수수료 기반)","디지털 아트 창작자들은 글로벌 판매 채널 및 저작권 수익(로열티) 확보가 어렵고, 안전한 보관·거래 인프라가 필요함. NFT 기반 중개 수요가 큼.","블록체인 기반 플랫폼에서 창작자가 작품을 민팅하고 구매자는 암호화폐·법정화폐로 구매할 수 있게 하며, 거래 수수료·민팅 수수료·프리미엄 보관료로 수익을 얻음. 지갑 연동·에스크로·로열티 자동분배 기능 제공.",False,724002,가상자산 매매 및 중개업,749903,가상자산(토큰화된 디지털 작품)의 매매 및 중개·보관 서비스가 주된 활동이므로 '가상자산 매매 및 중개업'으로 분류. 무형재산권 중개(749903)와 경계가 있음.,"거래 대상이 블록체인 기반 가상자산이면 724002가 적합하고, 전통적 무형재산권 중개로 보이면 749903로 오인될 수 있음.",OK,1,,,,
D0122,유사경계,앱·플랫폼·소프트웨어,화주와 화물차주를 연결하는 모바일 화물중개 플랫폼(운송주선·수수료·실시간 매칭),"중소 화주들은 소량 화물 운송을 효율적으로 예약하기 어렵고, 비어있는 택배·화물 적재공간을 활용하면 운송비 절감 가능. 실시간 매칭 수요가 높음.","모바일 앱으로 화주가 화물정보(중량·부피·픽업·도착지)를 올리면 근처 등록된 운송사업자·차주에게 배정·견적을 요청하고, 운송계약 체결과 결제·평가를 중개. 중개수수료와 우선노출 유료상품으로 수익을 창출하며, 필요시 보험 연계 서비스를 제공.",False,602309,"화물 운송 중개, 대리 및 관련 서비스업",642004,화물 운송과 화주·운송업자 간의 주선·중개가 핵심이므로 '화물 운송 중개'로 분류. 단 플랫폼·포털 성격이 강조되면 인터넷 정보 매개업 코드로 혼동될 수 있음.,"실제 운송주선·중개가 주요 비즈니스이면 602309가 적절하고, 단순 정보 제공 포털이면 642004가 될 수 있음.",OK,1,,,,
D0123,유사경계,앱·플랫폼·소프트웨어,기업·스타트업 대상 맞춤형 모바일 앱 개발 프리랜서(프로젝트 단위 개발·유지보수·패키지 앱 판매),중소기업은 내부 개발 인력이 없어 외주로 맞춤 앱을 빠르게 개발해야 함. 단건 프로젝트와 일부 패키지 앱 판매로 안정적 매출 가능.,클라이언트 요구사항 분석→UI/UX 설계→모바일 앱 개발(안드로이드·iOS)→서버 연동·배포·유지보수까지 프로젝트 단위로 제공. 또한 자주 쓰이는 기능을 묶어 패키지 앱을 복수 업체에 라이선스 판매하기도 함. 수익은 개발 용역비·유지보수·라이선스 판매.,False,940926,소프트웨어 프리랜서,722000,개인 프리랜서가 프로젝트 단위로 소프트웨어 개발 용역을 제공하는 경우 '소프트웨어 프리랜서'로 분류. 다만 자체 제품화·대규모 패키지 공급이 주된 경우 응용소프트웨어 개발업(722000)으로 볼 수 있음.,"주업이 용역형 프리랜서 개발이면 940926, 제품·서비스로서 계속적 공급이 핵심이면 722000으로 분류됨.",OK,1,,,,
D0124,유사경계,교육·콘텐츠,초등 수학 맞춤형 워크북·교사용 지도서 기획·출판 및 PDF 구독 서비스,"시중 교재는 진도·난이도 조정이 어려워, 학급 수준별로 세분화된 문제지와 교사용 해설을 필요로 하는 초등 교사 수요가 높음. 학교별 맞춤 학습 자료의 디지털 전환으로 교사용 자료도 함께 제공하는 비즈니스 기회가 존재함.","학습 목표별(수와 연산, 도형 등) 워크북 시리즈와 교사용 지도서(수업 플랜, 정답·해설 포함)를 기획·편집해 ISBN으로 인쇄 출판하고, PDF 구독형 학습지(월정액)를 통해 교사/학부모에게 배포. 학교 단체 주문·맞춤형 편집(학교명 인쇄 등) 서비스 병행.",False,221103,교과서 및 학습 서적 출판업,221100,초·중·고 교과 관련 학습지·참고서 성격의 출판물(워크북·교사용 지도서)이므로 '교과서 및 학습 서적 출판업(221103)'이 주업종.,"제품이 교과 관련 학습서(워크북, 참고서, 학습지)와 교사용 보조자료로 명확히 학습서적 범주에 들어가므로 221103이 적절. 다만 전자 PDF 구독·일반 서적 출판 형태가 일부 있어 일반 서적 출판(221100)으로 오인될 수 있음.",OK,1,,,,
D0125,유사경계,교육·콘텐츠,학교 수업 연계 인터랙티브 전자교재(비디오·퀴즈 포함) 및 인쇄 종이 교재 주문제작,"학교의 디지털 학습 환경 전환으로 전자교재 수요가 증가, 동시에 일부 학교는 여전히 인쇄 교재(실습용) 병행을 원함. 전자·인쇄 연계 패키지를 제공하면 학교 납품 시장을 공략할 수 있음.","교과과정에 맞춘 인터랙티브 e-book(영상 강의, 자동 채점 퀴즈 포함)을 제작·라이선스 판매하고, 교사용 인쇄 교재(워크북·활동지)는 주문제작·납품. 저작권을 소유해 학교·교육청과 단체 계약을 체결.",False,221103,교과서 및 학습 서적 출판업,921505,교과과정 연계 학습서·교재를 제작·출판하여 학교에 공급하므로 '교과서 및 학습 서적 출판업(221103)'이 주업종으로 판단됨.,주요 활동이 교재(전자·인쇄) 기획·출판 및 라이선스 판매이므로 출판업으로 분류된다. 애니메이션/미디어 제작 요소가 있어 921505(미디어콘텐츠창작업)로 혼동될 수 있으나 대상·목적이 교재 출판에 있으므로 221103이 적합하다.,OK,5,,,,
D0126,유사경계,교육·콘텐츠,유아 대상 교육 애니메이션 시리즈 제작(유튜브) 및 교육용 DVD·북 출판 병행,"부모들은 놀이·교육을 결합한 영상 콘텐츠를 선호하지만, 검증된 교육 커리큘럼이 적용된 애니메이션은 부족함. 영상 조회 수와 광고·스폰서 수익 외에 교육 자료 판매로 수익 다각화 가능.","유아 발달 이론에 기반한 5분 내외 애니메이션 에피소드 시리즈를 자체 제작해 유튜브 채널에 공개. 영상으로 브랜드를 형성한 뒤 에피소드 묶음 DVD, 활동북(출판), 캐릭터 완구 및 라이선스 판매로 확장.",False,921504,애니메이션 영화 및 비디오물 제작업,940306,애니메이션 영화 및 비디오물 제작업(921504) — 애니메이션 시리즈를 기획·제작하는 활동이 주가 되어 해당 코드가 적절.,"주수익원이 영상(애니메이션) 제작·배포이며 DVD·출판은 부수적 상품이다. 따라서 애니메이션 제작업으로 분류된다. 1인 미디어(940306)로 보일 수 있지만 전문 제작(스튜디오, 편집, 성우 등)을 전제로 하므로 921504가 더 정확하다.",OK,1,,,,
D0127,유사경계,교육·콘텐츠,"튜터 매칭 플랫폼(학생–과외교사 연결, 수업 예약·결제·평가·수수료 수취)",개인 과외 시장은 온라인 매칭 서비스를 통해 거래가 늘어나고 있으나 신뢰성·결제·일정 관리 기능을 통합한 플랫폼이 부족함. 플랫폼 수수료 기반의 확장성이 큼.,학생·학부모가 과외교사를 검색·비교하고 예약·결제·수업평가까지 가능한 웹/모바일 플랫폼을 운영. 교사 인증·리뷰 시스템과 결제·환불·수수료 모델을 통해 중개 수익을 확보. 필요시 출장 과외·화상 수업 연동.,False,930915,기타 교육지원 서비스업,930921,교육 과정·시스템을 지원하는 플랫폼 형태의 중개·지원 서비스로 '기타 교육지원 서비스업(930915)'이 적합.,"플랫폼은 직접 교육(학원업)이나 출판이 아닌 교육 거래·운영 지원·중개를 담당하므로 교육지원 서비스로 분류된다. 교육관련 자문·평가(930921)와도 유사하나, 플랫폼의 주된 기능이 매칭·운영 지원이므로 930915가 더 적절하다.",OK,13,,,,
D0128,유사경계,교육·콘텐츠,지역 음악학원(피아노·보컬) 운영과 학생 녹음 앨범 제작·판매,학부모는 레슨 결과물을 원하고 학생들은 포트폴리오·경쟁력 확보를 위해 녹음물·앨범 제작을 원함. 학원에서 소규모 스튜디오로 녹음 서비스를 제공하면 부가 수익 창출 가능.,"피아노·성악·실용음악 개인레슨을 정규 커리큘럼으로 운영하고, 학원 내 소규모 녹음 스튜디오로 학생 콘서트·레퍼토리 녹음물을 제작해 CD·디지털 음원으로 판매. 연말 공연 DVD 제작·판매도 병행.",True,809009,음악학원,221300,주된 활동이 학원에서의 음악 교육(개인레슨)이므로 '음악학원(809009)'이 주업종.,교육(레슨)이 핵심 수익원이므로 학원업으로 분류된다. 녹음·출판·판매 활동이 있어 음반 출판(221300)으로 오해될 수 있으나 이는 부수 활동에 해당한다.,OK,2,,,,
D0129,유사경계,교육·콘텐츠,증강현실(AR) 연계 그림책 출판 및 전용 앱 개발·판매,유아·초등 독서 경험을 높이는 AR 그림책에 대한 부모 수요가 증가. 책과 앱을 결합한 제품은 도서 시장에서 차별화 가능성이 높음.,"스토리 기반 그림책을 기획·일러스트 제작해 인쇄 출판하고, 각 책에 대응하는 AR 앱을 자체 개발하여 그림책을 스마트폰으로 스캔하면 캐릭터가 애니메이션·음성해설을 재생. 종이책 판매(서점·온라인)와 앱 유료/인앱 결제로 수익화.",False,221100,일반 서적 출판업,921505,종이 그림책을 기획·출판해 유통하는 활동이 주되 AR 앱은 부수적이므로 '일반 서적 출판업(221100)'이 주업종.,주요 상품이 그림책(인쇄물)이며 앱은 보완 서비스다. 미디어콘텐츠 제작(921505)으로 보일 수 있으나 인쇄 서적의 기획·출판 행위가 중심이라 출판업으로 분류된다.,OK,6,,,,
D0130,유사경계,교육·콘텐츠,교실용 포스터·플래시카드·스티커 등 교육 인쇄물 제작·도매·온라인 소매,"학교·학원·홈스쿨에서 즉시 사용할 수 있는 시각 보조 자료(대형 포스터, 알파벳/숫자 플래시카드, 학습 스티커)의 수요가 꾸준함. 맞춤 주문·다량구매 시장도 존재함.","교사용 포스터(학습 목표별 대형 인쇄물), 플래시카드 세트, 활동용 스티커를 디자인·인쇄해 온라인 쇼핑몰과 교육자 대상 도매로 판매. 학교 로고·학급 맞춤 인쇄 서비스 제공.",True,221900,기타 인쇄물 출판업,221100,사진·엽서·캘린더 등 각종 인쇄물 및 교육용 인쇄물 제작·발행에 해당하는 '기타 인쇄물 출판업(221900)'이 적절.,"상품이 주로 인쇄물(포스터, 플래시카드, 스티커) 중심이므로 기타 인쇄물 출판업으로 분류된다. 일반 서적 출판(221100)으로 오인될 수 있으나 서적 형태보다는 교구형 인쇄물에 가까워 221900이 더 정확하다.",검색37위,37,,,,
D0131,정보부족,카페·음식점,스페셜티 원두 소량 로스팅 겸 카페(원두·굿즈·워크숍 포함),"동네에 스페셜티 커피 수요는 늘지만 정기구독과 체험형 커뮤니티를 결합한 매장은 드물다. 소비자는 원두 구매, 카페 이용, 커핑·로스팅 워크숍을 한 곳에서 원함.","매장 공간에서 에스프레소 기반 음료와 필터커피를 제공하고, 소량 원두 로스팅(주 2~3회)을 통해 소매용 포장 원두를 판매한다. 자체 제작 머그·티셔츠 등 굿즈와 커핑·바리스타 워크숍 유료 운영, 온라인 원두 정기구독 서비스도 병행한다. (무엇을 만들고 무엇을 파는지: 커피 음료, 포장 원두, 굿즈, 유료 교육 이벤트)",True,,,,정보 부족,"주된 수익원이 매장 음료 판매인지, 직접 원두 로스팅·가공(제조업)에 해당하는지, 아니면 포장 원두의 도매/소매 유통인지가 분명하지 않음. 원두를 직접 소량 로스팅하는지 외주 제조인지, 굿즈 비중과 교육 서비스의 매출 비중 등 핵심 활동·규모 정보가 없어 업종 코드 특정 불가.",OK,,,,,
D0132,정보부족,카페·음식점,지역 카페 연결형 모바일 커피 배달 플랫폼(라이더 연계),비대면 주문과 빠른 배달을 선호하는 직장인 수요가 높아짐. 인근 소형 카페들을 묶어 주문-배달을 통합해 소비자에게 편의를 제공하면 수수료 및 배송료로 수익 창출 가능.,"스마트폰 앱으로 인근 제휴 카페의 메뉴를 모아 배달 주문을 받는다. 플랫폼은 주문수수료와 월 구독형 가맹비로 수익을 내고, 직접 라이더를 고용해 당일 배송 서비스(또는 외부 배달대행과 연계)를 운영할 계획이다. (무엇을 만들고 무엇을 파는지: 플랫폼 서비스(주문중개), 배달서비스, 가맹관리)",False,,,,정보 부족,"플랫폼 사업인지, 실제로 음료를 제조·판매하는 기업인지(카페 운영인지), 또는 배달원 고용·배송 서비스만 제공하는지에 따라 적용 가능한 업종 코드가 달라짐. 현재 설명만으로는 중개업·배달업·음료 소매·음료 제조 중 어느 항목이 주업무인지 특정할 수 없음.",OK,,,,,
D0133,정보부족,카페·음식점,팝업형 퓨전 간식·음료 스탠드(주말 마켓 중심),"주말 플리마켓과 푸드마켓에 젊은 층 소비자가 몰리며, 즉석 조리하는 퓨전 간식과 개성 있는 음료에 대한 수요가 높다. 고정 임대 없이 낮은 초기비용으로 실험적 메뉴로 빠르게 시장 반응을 보려 함.","주말 마켓과 쇼핑몰 팝업에서 과일·허브를 활용한 시그니처 음료(예: 수제 과일청 음료, 콤부차 소량 병입)와 퓨전 스낵(떡·핫스낵 퓨전)을 즉석 조리·판매한다. 향후 반응이 좋으면 상설 매장 전환이나 온라인 병입 음료 판매도 검토한다. (무엇을 만들고 무엇을 파는지: 즉석 간이음식과 다양한 음료, 소량 병입 음료 가능)",False,,,,정보 부족,"즉석 조리 중심의 간이 음식점인지, 음료를 현장에서 제조해 소매하는지(음료 소매), 또는 병입·가공해 제조업으로 봐야 하는지 불명확함. 팝업·임시판매인지 상설 매장 전환 여부나 제품 포장·유통 방식 정보가 없어 업종 코드 지정 불가.",OK,,,,,
